scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,template_icp_chamfer
clean,0,same_subject,id0478,crop,id0478_GTready_crop,id0478,down8k,id0478_GTready_down8k,0.0,0.2763286530971527,0.012639177031815052,0.024257555603981018
clean,1,same_subject,id0478,crop,id0478_GTready_crop,id0478,noisy,id0478_GTready_noisy,0.0,0.2636464536190033,0.004730615299195051,0.01769033819437027
clean,2,same_subject,id0478,crop,id0478_GTready_crop,id0478,original,id0478_GTready_original,0.0,0.2369370013475418,0.005423284135758877,0.017122536897659302
clean,3,same_subject,id0478,crop,id0478_GTready_crop,id0478,remesh,id0478_GTready_remesh,0.0,0.27717122435569763,0.006503614131361246,0.019090645015239716
clean,4,same_subject,id0478,crop,id0478_GTready_crop,id0478,up60k,id0478_GTready_up60k,0.0,0.2763752043247223,0.009309071116149426,0.020780004560947418
clean,5,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,noisy,id0478_GTready_noisy,0.0,0.18860512971878052,0.0017052999464794993,0.0005078978138044477
clean,6,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,original,id0478_GTready_original,0.0,0.13927190005779266,0.0020421536173671484,0.0009760000975802541
clean,7,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,remesh,id0478_GTready_remesh,0.0,0.12482301145792007,0.0021515381522476673,0.001289544627070427
clean,8,same_subject,id0478,down8k,id0478_GTready_down8k,id0478,up60k,id0478_GTready_up60k,0.0,0.068495012819767,0.0005161893786862493,0.0005075294757261872
clean,9,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,original,id0478_GTready_original,0.0,0.12302426993846893,0.00015083368634805083,0.00038704450707882643
clean,10,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,remesh,id0478_GTready_remesh,0.0,0.18073417246341705,0.0006738602533005178,0.0004563643306028098
clean,11,same_subject,id0478,noisy,id0478_GTready_noisy,id0478,up60k,id0478_GTready_up60k,0.0,0.1835130900144577,0.0007275327225215733,0.0002879028324969113
clean,12,same_subject,id0478,original,id0478_GTready_original,id0478,remesh,id0478_GTready_remesh,0.0,0.14647747576236725,0.0007634804933331907,0.0005125217139720917
