scenario,sigma,jitter_sigma,rotation_sigma,translation_sigma,rotation_angle_max_deg,translation_axis_std,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,clean_latent_spearman,clean_chamfer_spearman,latent_drop_vs_clean,chamfer_drop_vs_clean,n_subjects,n_samples,n_pairs,n_mesh_pairs,n_subject_pairs,output_dir,output_json,output_csv,output_md
jitter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.575304,0.514582,0.060722,0.597577,0.549931,0.047646,1,0.575304,0.514582,0.000000,0.000000,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p00/ranking_summary.md
jitter,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.559285,0.581747,-0.022461,0.585720,0.606787,-0.021066,0,0.575304,0.514582,0.016019,-0.067164,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p02/ranking_summary.md
jitter,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.533216,0.623659,-0.090443,0.561388,0.650002,-0.088614,0,0.575304,0.514582,0.042088,-0.109076,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p05/ranking_summary.md
jitter,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.468604,0.592527,-0.123923,0.492450,0.633615,-0.141165,0,0.575304,0.514582,0.106700,-0.077944,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p10/ranking_summary.md
jitter,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.404928,0.551694,-0.146766,0.429344,0.604423,-0.175078,0,0.575304,0.514582,0.170376,-0.037112,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p15/ranking_summary.md
jitter,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.326774,0.498846,-0.172072,0.357282,0.554975,-0.197693,0,0.575304,0.514582,0.248530,0.015736,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/jitter_sigma0p20/ranking_summary.md
translation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.575304,0.514582,0.060722,0.597577,0.549931,0.047646,1,0.575304,0.514582,0.000000,0.000000,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p00/ranking_summary.md
translation,0.020000,0.000000,0.000000,0.020000,0.000000,0.003000,0.567741,0.528044,0.039697,0.592466,0.567721,0.024745,1,0.575304,0.514582,0.007563,-0.013462,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p02/ranking_summary.md
translation,0.050000,0.000000,0.000000,0.050000,0.000000,0.004500,0.561122,0.532889,0.028233,0.586070,0.568599,0.017472,1,0.575304,0.514582,0.014182,-0.018306,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p05/ranking_summary.md
translation,0.100000,0.000000,0.000000,0.100000,0.000000,0.007000,0.541042,0.535723,0.005319,0.568589,0.570346,-0.001757,1,0.575304,0.514582,0.034262,-0.021141,35,70,595,1190,595,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/datasets/FaceVerse/FINE_tuning/evals_recheck/shot75_cleanbias_best_by_xtopo_forced_mixedaug_perturb_postperturb_icp/translation_sigma0p10/ranking_summary.md
